Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,NA
Hoogvliet,WK059916,31107,5,5,5,5,5,5,5,5,6,7,8,9,10,14,16,18,21,24,28,32,35,38,43,47,51,54,58,59,60,61,61,62,62,62,63,63,63,64,64,64,64,65,65,65,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0
Wijk 01 Sneek,WK190001,10275,5,5,5,5,5,6,8,9,9,14,17,21,25,30,46,63,70,75,81,82,82,83,83,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 01 Sneek,WK190001,30792,5,5,5,5,5,5,5,5,5,7,9,10,12,14,19,26,28,31,34,36,40,43,49,53,57,60,64,65,67,67,68,68,69,69,69,70,70,70,71,71,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 01 Wijchen kern,WK029601,10048,5,5,5,5,5,5,5,7,9,15,17,21,26,33,40,48,59,67,78,85,88,89,89,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 01 Wijchen kern,WK029601,30116,5,5,5,5,5,5,5,5,6,8,9,11,13,15,18,21,25,28,33,39,43,47,54,60,65,71,76,77,78,79,79,80,80,80,81,81,81,81,82,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 06 Enschede-Zuid,WK015306,9508,5,5,5,5,5,5,6,7,10,12,14,15,18,25,45,60,67,74,78,79,80,81,82,82,83,83,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 06 Enschede-Zuid,WK015306,29580,5,5,5,5,5,5,5,5,5,6,6,7,8,11,17,22,25,28,30,32,35,37,43,47,51,55,59,61,61,62,62,63,63,64,64,65,65,66,66,66,66,67,67,67,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,0
Wijk 03 Overvecht,WK034403,6606,5,5,5,5,7,10,12,13,15,16,16,18,26,31,40,51,60,64,71,73,74,75,76,77,78,79,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 03 Overvecht,WK034403,29820,5,5,5,5,5,5,5,5,5,5,5,6,8,9,11,14,16,18,22,25,27,29,34,36,41,49,53,54,55,55,55,55,56,56,57,57,58,58,58,59,59,59,59,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0
Wijk 00 IJsselstein,WK035300,8906,5,5,5,5,6,9,10,11,13,14,14,23,28,36,49,60,65,71,86,87,88,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 00 IJsselstein,WK035300,29580,5,5,5,5,5,5,5,5,6,6,7,10,12,15,19,22,24,27,33,37,41,46,53,56,61,67,73,74,75,76,76,77,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 05 Oost,WK034405,4960,5,5,5,5,5,6,8,9,10,10,11,15,28,36,46,57,70,78,84,85,86,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 05 Oost,WK034405,30171,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,14,16,18,23,26,29,33,39,41,49,63,73,73,75,75,75,76,76,76,76,77,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Veghel,WK194804,9227,5,5,5,5,5,7,9,17,22,26,29,30,33,38,44,54,69,79,85,87,88,89,89,89,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Veghel,WK194804,29649,5,5,5,5,5,5,5,8,10,11,12,13,14,16,18,21,26,30,32,35,39,43,50,55,62,66,70,72,74,74,75,75,76,76,76,76,77,77,77,78,78,78,78,78,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 54 Barneveld,WK020354,7860,5,5,5,5,5,5,7,7,8,13,16,20,28,34,39,45,50,57,71,73,73,74,74,74,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 54 Barneveld,WK020354,29258,5,5,5,5,5,5,5,5,5,5,6,8,10,12,14,15,17,19,25,28,29,32,37,39,43,49,53,54,55,56,57,57,57,58,58,58,58,59,59,59,59,60,60,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0
Breda west,WK075805,7025,5,5,5,5,5,5,6,14,18,21,23,26,31,34,39,48,63,75,82,84,85,85,86,87,87,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Breda west,WK075805,28953,5,5,5,5,5,5,5,6,7,9,9,10,12,13,14,16,20,24,27,30,32,36,41,45,51,59,66,67,68,69,70,71,71,71,71,72,72,72,73,73,73,73,74,74,74,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 00 Papendrecht,WK059000,9533,5,5,5,5,5,5,5,8,10,13,15,18,23,29,41,53,65,72,77,82,83,85,85,86,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Papendrecht,WK059000,28329,5,5,5,5,5,5,5,5,6,7,7,9,11,13,17,22,26,29,34,38,41,46,51,55,60,65,69,70,71,72,72,73,73,74,74,75,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 05 Geleen,WK188305,10499,5,5,5,5,5,7,11,19,22,26,26,27,31,35,42,46,58,71,78,81,82,83,83,84,84,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 05 Geleen,WK188305,28158,5,5,5,5,5,5,5,9,11,13,13,13,15,17,19,21,26,31,35,39,41,44,49,53,57,61,65,66,67,68,68,69,69,69,70,70,70,70,71,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 04 Buitenwijk Oost,WK093504,8198,5,5,5,5,5,7,12,19,23,26,28,28,31,36,42,51,65,79,83,85,86,86,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 04 Buitenwijk Oost,WK093504,28073,5,5,5,5,5,5,5,8,10,11,11,12,13,15,17,19,24,29,32,36,38,40,46,50,54,58,64,65,66,67,68,68,69,69,69,70,70,70,71,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Nieuw-Vennep,WK039402,6522,5,5,5,5,5,6,8,9,12,14,16,18,21,25,35,56,66,73,80,82,83,84,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Nieuw-Vennep,WK039402,27597,5,5,5,5,5,5,5,5,5,6,6,7,8,9,12,17,20,22,25,28,32,36,43,48,54,59,66,67,69,70,71,72,72,73,73,73,74,74,74,75,75,75,75,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 00 Waalwijk,WK086700,9020,5,5,5,5,5,7,9,17,20,23,24,26,30,34,43,54,61,75,82,85,86,87,87,87,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 00 Waalwijk,WK086700,27143,5,5,5,5,5,5,5,8,9,11,11,12,13,15,18,22,24,29,32,36,39,43,48,51,54,61,65,67,69,70,71,71,71,72,72,72,72,73,73,73,74,74,74,74,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 00 Best,WK075300,8502,5,5,5,5,5,5,7,18,24,27,29,30,33,39,46,55,69,78,84,87,89,89,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 00 Best,WK075300,27162,5,5,5,5,5,5,5,8,10,12,12,13,14,16,18,21,26,30,32,37,41,45,52,56,62,67,72,74,76,77,77,77,78,78,78,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 01 Heerenveen,WK007401,8925,5,5,5,5,5,7,9,10,14,15,18,20,23,29,51,62,69,77,82,83,84,84,85,85,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 01 Heerenveen,WK007401,26941,5,5,5,5,5,5,5,5,7,7,9,10,11,13,21,25,28,31,33,35,39,42,47,52,58,62,66,68,69,70,70,71,71,72,72,72,73,73,73,74,74,74,74,74,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 29 Schildersbuurt,WK051829,5741,5,5,5,5,5,5,5,5,5,5,5,6,8,13,18,23,30,36,45,51,53,55,57,60,62,64,65,66,66,67,67,67,67,67,68,68,68,68,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Wijk 29 Schildersbuurt,WK051829,26788,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,12,15,17,20,23,26,30,33,36,37,38,39,39,40,40,41,41,42,42,43,44,44,44,45,45,46,46,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0
Wijk 01 Goes,WK066401,9372,5,5,5,5,6,10,17,26,26,28,30,31,37,41,50,58,66,76,83,85,85,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 01 Goes,WK066401,26200,5,5,5,5,5,6,9,13,13,14,15,16,18,20,23,26,29,33,37,41,43,46,50,55,60,64,67,69,70,71,72,72,73,73,73,73,74,74,74,75,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
"Bijlmer Oost (E,G,K)",WK036394,6264,5,5,5,5,5,5,5,5,6,7,8,9,11,14,29,37,42,47,54,58,60,61,63,65,66,68,70,71,71,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
"Bijlmer Oost (E,G,K)",WK036394,26235,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,10,12,14,16,18,20,22,26,30,34,39,44,45,46,47,48,48,49,50,50,50,51,51,52,52,52,53,53,54,54,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,0
Wijk 00 Geldrop,WK177100,8712,5,5,5,5,5,7,9,18,23,25,27,29,32,37,44,55,65,76,84,87,87,88,88,88,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 00 Geldrop,WK177100,25880,5,5,5,5,5,5,5,8,10,11,12,13,14,16,19,22,26,30,35,39,42,46,52,56,59,64,69,71,72,73,74,74,74,75,75,75,75,76,76,76,77,77,77,77,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 00 Krimpen aan den IJssel,WK054200,9179,5,5,5,5,5,5,6,8,12,14,17,21,24,35,43,54,64,71,74,81,81,82,82,83,83,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 00 Krimpen aan den IJssel,WK054200,25545,5,5,5,5,5,5,5,5,6,7,8,10,11,15,18,22,27,30,32,37,39,42,47,52,56,59,63,64,65,66,66,67,67,67,67,68,68,68,68,69,69,69,69,69,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Wijk 01 West,WK034401,3933,5,5,5,5,5,7,8,10,11,12,12,16,26,32,41,52,63,68,74,80,80,81,82,82,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 01 West,WK034401,25305,5,5,5,5,5,5,5,5,5,5,5,5,7,8,9,12,14,15,19,23,27,31,38,42,51,65,72,72,74,74,74,75,75,76,76,76,76,77,77,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 00 Binnensingelgebied,WK015300,5807,5,5,5,5,5,6,8,9,11,14,16,19,22,31,51,62,71,77,81,82,83,83,84,85,85,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 00 Binnensingelgebied,WK015300,25355,5,5,5,5,5,5,5,5,5,5,6,6,7,10,15,17,20,22,23,26,28,30,36,40,45,52,61,63,63,64,64,65,65,66,66,67,67,68,68,68,69,69,69,70,70,70,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Wijk 00,WK041600,8320,5,5,5,5,5,5,8,10,12,13,15,16,19,24,42,62,71,77,84,85,86,86,87,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00,WK041600,25130,5,5,5,5,5,5,5,6,6,7,8,8,9,11,17,24,28,30,34,37,41,44,51,57,60,64,68,69,70,72,72,73,73,74,74,74,74,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 00 Veldhoven,WK086100,8959,5,5,5,5,5,8,10,17,24,28,30,32,35,41,49,59,71,81,86,88,88,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 00 Veldhoven,WK086100,25105,5,5,5,5,5,5,6,9,12,13,14,15,17,19,22,26,31,34,38,41,44,48,54,58,62,67,71,73,75,76,76,76,77,77,77,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 33 Bouwlust en Vrederust,WK051833,6025,5,5,5,5,5,5,7,9,11,13,13,14,18,22,30,38,46,54,61,65,68,69,70,72,73,74,75,76,76,76,76,76,77,77,77,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 33 Bouwlust en Vrederust,WK051833,24510,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,11,13,15,18,21,24,27,30,34,37,40,43,44,45,46,46,47,47,48,48,48,49,50,50,51,51,52,52,53,53,53,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0
Nijkerk-stad,WK026701,7125,5,5,5,5,5,5,5,8,9,15,17,20,29,37,44,54,60,70,79,84,85,85,86,86,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Nijkerk-stad,WK026701,24223,5,5,5,5,5,5,5,5,5,7,8,9,13,15,17,20,22,26,31,36,38,42,48,52,56,62,67,69,71,72,72,72,73,73,73,74,74,75,75,75,76,76,76,77,77,77,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 07 Zuid,WK034407,4665,5,5,5,5,5,6,7,8,9,10,10,12,24,30,39,51,62,72,79,81,81,82,82,83,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 07 Zuid,WK034407,24253,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,14,16,19,23,27,31,34,41,45,52,64,71,71,73,73,73,74,74,75,75,75,75,76,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Pijnacker,WK192601,6413,5,5,5,5,5,8,10,12,15,16,18,19,29,39,50,61,68,76,82,87,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Pijnacker,WK192601,24718,5,5,5,5,5,5,5,5,6,7,7,8,11,13,16,20,22,24,29,32,36,40,48,55,62,67,71,73,74,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
