Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,NA
Wijk 08 Wamel,WK066808,695,5,5,5,5,5,5,5,5,5,5,6,7,8,10,12,13,14,17,20,25,39,52,59,70,72,81,82,84,85,86,86,87,87,87,87,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 08 Wamel,WK066808,2227,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,10,11,13,18,24,27,33,37,42,46,50,55,57,64,68,70,71,72,72,73,73,73,74,74,74,74,74,75,75,75,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 01 Spoordonk,WK082301,670,5,5,5,5,5,5,5,5,5,5,6,7,9,10,12,13,14,17,20,38,47,54,61,70,76,79,81,82,84,84,84,84,84,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 01 Spoordonk,WK082301,2188,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,10,16,20,24,27,31,36,40,45,51,55,59,64,66,68,69,71,71,72,72,73,73,73,73,74,74,74,74,74,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk18-Streefkerk,WK197818,655,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,11,13,16,18,28,38,54,60,72,75,76,79,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk18-Streefkerk,WK197818,2150,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,11,15,22,24,31,36,38,41,46,48,51,56,61,62,63,64,64,65,65,65,65,66,66,66,66,67,67,67,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Asten oost,WK074304,537,5,5,5,5,5,5,5,5,5,5,5,5,6,9,10,11,12,14,19,39,50,61,69,75,77,77,78,79,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Asten oost,WK074304,2206,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,14,18,22,25,29,31,35,40,47,53,56,61,65,67,68,68,69,69,69,69,70,70,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 02 Laar en Hushoven,WK098802,593,5,5,5,5,5,5,5,5,5,5,8,10,13,15,19,20,20,22,26,33,47,60,67,73,75,76,76,82,84,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 02 Laar en Hushoven,WK098802,2151,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,9,10,12,14,19,24,27,30,33,36,38,46,52,58,64,67,68,70,71,72,72,73,73,73,74,74,74,75,75,75,75,75,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Clinge,WK067703,756,5,5,5,5,5,5,5,11,11,11,13,16,20,22,23,24,25,29,31,39,47,54,64,72,74,75,75,77,82,82,83,83,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Clinge,WK067703,2105,5,5,5,5,5,5,5,10,10,10,11,12,14,14,15,15,16,18,19,22,27,30,35,39,43,45,47,52,58,62,66,69,70,71,73,73,73,74,74,74,75,75,75,75,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 00 Sluis,WK171400,939,5,5,5,5,5,5,5,5,5,5,6,8,11,14,16,18,19,22,32,39,48,54,64,72,74,75,79,81,81,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 00 Sluis,WK171400,2168,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,9,11,16,19,23,27,32,36,40,42,46,50,54,58,62,64,66,67,69,69,70,70,71,71,71,72,72,72,72,72,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 01 Taanschuurpolder,WK055601,664,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,10,12,14,19,27,35,43,56,67,71,78,79,80,81,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 01 Taanschuurpolder,WK055601,2469,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,13,16,20,25,30,34,37,41,44,48,52,56,58,59,59,59,60,60,61,61,61,61,62,62,62,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 23 Graswinkel,WK098823,648,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,9,11,16,27,39,48,59,66,71,72,73,78,82,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 23 Graswinkel,WK098823,2117,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,12,17,21,25,29,33,35,37,44,50,55,60,64,65,67,68,68,69,69,69,70,70,70,70,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Meerstad e.o.,WK001414,271,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,9,13,18,23,28,37,50,59,63,71,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Meerstad e.o.,WK001414,2623,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,11,13,15,18,22,27,32,38,45,53,61,68,72,75,76,77,77,78,78,79,79,79,80,80,80,80,81,81,81,81,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 01 Westereng,WK040601,746,5,5,5,5,5,5,5,5,5,5,5,5,6,8,11,15,17,20,24,30,38,47,60,67,70,72,74,78,80,81,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 01 Westereng,WK040601,2147,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,10,11,13,17,22,28,33,36,40,45,51,54,57,60,62,64,66,67,67,68,68,69,69,70,70,71,71,71,71,72,72,72,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 01 Klein - Zundert,WK087901,651,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,9,12,24,29,34,45,56,68,72,73,75,77,84,90,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 01 Klein - Zundert,WK087901,2093,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,11,13,16,21,25,30,33,38,43,49,56,64,69,74,75,77,77,78,78,78,79,79,79,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 05 Buitengebied Holten,WK174205,729,5,5,5,5,5,5,5,5,5,5,5,7,8,11,13,13,14,15,16,31,43,50,55,60,62,65,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 05 Buitengebied Holten,WK174205,2133,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,9,14,20,24,27,31,34,38,48,54,57,63,67,73,73,75,76,76,77,77,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 01 Finsterwolde,WK189501,814,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,10,13,17,23,32,42,52,59,61,80,80,81,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 01 Finsterwolde,WK189501,2141,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,12,17,21,27,32,36,46,48,54,57,60,64,66,67,68,69,69,69,69,70,70,70,70,71,71,71,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Pannerden,WK029906,792,5,5,5,5,5,5,5,5,5,5,7,9,10,13,14,14,16,17,19,27,39,52,61,69,86,86,87,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Pannerden,WK029906,2113,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,8,9,10,11,14,20,26,31,36,46,48,50,55,60,65,70,74,76,77,77,78,78,78,79,79,79,80,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Nieuwe-Tonge,WK192411,715,5,5,5,5,5,5,5,5,5,5,5,5,5,10,11,12,14,18,20,23,27,37,43,61,66,74,74,76,77,77,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Nieuwe-Tonge,WK192411,2096,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,10,11,13,18,20,27,31,37,39,44,47,50,53,56,57,59,59,60,60,61,61,61,61,62,62,62,62,63,63,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 03 Langbroek,WK035203,672,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,8,11,15,22,31,39,43,58,65,74,76,77,79,79,80,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 03 Langbroek,WK035203,2130,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,13,16,19,25,29,33,37,40,45,49,53,56,61,62,63,63,64,64,64,65,65,66,66,66,66,67,67,67,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Wijk 03 Oeffelt,WK075603,712,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,14,16,20,31,40,47,57,70,75,79,81,81,86,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 03 Oeffelt,WK075603,2117,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,15,19,22,27,33,35,38,42,45,53,60,65,69,71,72,73,74,74,75,75,75,76,76,76,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 04 Nieuw-Vossemeer,WK085104,714,5,5,5,5,5,5,5,5,5,5,7,10,13,15,16,19,19,23,33,37,43,52,60,70,83,83,85,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 04 Nieuw-Vossemeer,WK085104,2067,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,9,11,15,17,20,24,27,31,39,43,46,51,56,60,64,67,69,70,71,71,71,72,72,72,72,73,73,73,73,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 17 Rossum,WK177417,671,5,5,5,5,5,5,5,5,5,5,7,7,10,11,14,15,17,21,30,33,39,48,54,68,81,87,87,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 17 Rossum,WK177417,2096,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,10,13,14,18,22,24,30,39,45,48,54,60,63,66,71,72,73,75,76,77,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Kern Hoek,WK071505,722,5,5,5,5,5,5,5,5,5,5,6,8,11,12,14,16,17,21,33,38,45,54,62,71,72,72,81,82,82,82,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Kern Hoek,WK071505,2069,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,10,14,17,20,24,27,33,35,37,44,47,52,55,59,62,63,64,66,66,66,66,67,67,67,67,68,68,68,68,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Buitengebied Ede-Stad,WK022820,596,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,13,14,17,20,24,30,41,54,63,65,67,69,72,72,73,74,74,74,75,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Buitengebied Ede-Stad,WK022820,2062,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,9,11,16,20,24,26,30,33,37,40,43,46,49,50,52,53,54,54,55,55,55,56,56,57,57,57,58,58,58,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0
Buitengebied Nistelrode,WK172106,668,5,5,5,5,5,5,5,5,5,5,5,5,9,11,13,15,16,20,26,44,54,62,71,78,83,84,85,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Buitengebied Nistelrode,WK172106,2169,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,10,13,20,23,27,31,34,38,43,47,54,59,65,68,72,73,75,76,76,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 06 Wildackers,WK078506,820,5,5,5,5,5,5,5,5,5,6,8,8,10,11,13,15,16,18,23,37,45,56,65,73,78,80,81,84,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 06 Wildackers,WK078506,2088,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,9,11,14,20,24,29,33,38,44,46,48,53,57,60,64,68,69,70,71,71,72,73,73,73,74,74,74,74,74,75,75,75,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Heerevelden,WK085551,587,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,11,14,26,36,52,60,72,79,80,82,83,87,88,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Heerevelden,WK085551,2077,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,11,15,22,25,30,36,39,44,49,54,57,62,67,68,70,71,71,72,72,73,73,73,73,74,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Schaarsbergen,WK020213,704,5,5,5,5,5,5,5,5,15,16,18,20,23,24,25,28,30,33,36,42,49,59,65,71,78,79,83,85,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Schaarsbergen,WK020213,2101,5,5,5,5,5,5,5,5,13,14,14,15,16,17,18,18,19,21,22,25,28,32,35,39,44,46,49,56,61,65,67,70,72,73,74,75,75,76,76,77,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 12 Hogemaat,WK040612,817,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,11,14,15,18,24,31,45,57,63,66,75,86,88,89,90,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
