"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","positive_14d","growth_infections","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","pos.rate.7d.avg","cases","hospitalization","deaths","positivetests","hospital_intake_rivm"
2021-03-03,1286,15700,459,0,90,455,1114,283,12482,49,177,1397,549,1946,33.5714285714286,182.428571428571,226,216,549,27.8571428571429,165.142857142857,120.5,110.5,1361.28571428571,531.428571428571,1892.71428571429,531.571428571429,1366.85714285714,1898.42857142857,100,99.6,99.7,5090,-93,4997,50,-1,49,48,0,48,4696,4455,105.4,58,39695,29,8160,-1,385,54911,4358,7.93647902970261,8,8.4,1101430,24396,15697,4997,49
2021-03-04,1295,15734,456,0,83,485,1099,285,12460,31,167,1384,539,1923,33.8571428571429,178.285714285714,198,212.142857142857,539,27.2857142857143,163.857142857143,124.1,108.8,1364.57142857143,533.285714285714,1897.85714285714,532,1360.14285714286,1892.14285714286,100.2,100.3,100.3,4161,-47,4114,61,-1,60,33,0,33,4569,4517,101.2,88,39783,14,8174,-2,378,52934,3950,7.46212264329165,7.8,8.2,1105544,24456,15730,4114,60
2021-03-05,1295,15679,458,0,83,491,1072,298,12224,39,185,1370,541,1911,34.8571428571429,178.142857142857,224,213,541,29,161.857142857143,120.2,110.1,1369,535.571428571429,1904.57142857143,534.142857142857,1346.71428571429,1880.85714285714,100.3,101.7,101.3,4727,-58,4669,78,-1,77,32,0,32,4508,4572,98.6,51,39834,11,8185,-2,365,49325,4116,8.34465281297516,7.9,8.2,1110213,24533,15762,4669,77
2021-03-06,1292,14888,465,0,77,480,1041,280,11191,36,176,1321,542,1863,36.8571428571429,176.857142857143,212,213.714285714286,542,29.2857142857143,166,125.9,106.5,1373.28571428571,539,1912.28571428571,533.571428571429,1340.28571428571,1873.85714285714,101,102.5,102.1,5378,-42,5336,45,0,45,42,-1,41,4563,4628,98.6,71,39905,25,8210,-3,347,46444,3762,8.10007751270347,8,8.1,1115549,24578,15803,5336,45
2021-03-07,1291,14908,468,0,77,431,1026,280,10790,39,139,1306,545,1851,39.4285714285714,173.857142857143,178,213.285714285714,545,27.4285714285714,171.285714285714,143.8,101.5,1371,541.714285714286,1912.71428571429,532.428571428571,1341.28571428571,1873.71428571429,101.7,102.2,102.1,4567,-41,4526,79,-1,78,30,0,30,4540,4629,98.1,44,39949,14,8224,-4,340,47106,3822,8.11361609985989,8.2,8,1120075,24656,15833,4526,78
2021-03-08,1293,15306,480,0,78,457,1054,293,11249,33,147,1347,558,1905,39.8571428571429,174.142857142857,180,214,558,26.4285714285714,174.571428571429,150.8,99.8,1367,544.857142857143,1911.85714285714,528.857142857143,1345.28571428571,1874.14285714286,103,101.6,102,3924,-90,3834,63,0,63,26,0,26,4554,4573,99.6,22,39971,8,8232,-2,332,65012,4440,6.82950839844952,7.6,7.8,1123909,24719,15859,3834,63
2021-03-09,1301,15505,480,0,76,498,1123,284,12220,35,240,1407,556,1963,37.4285714285714,175.857142857143,275,213.285714285714,556,29.4285714285714,178.714285714286,127.2,98.4,1361.71428571429,547.142857142857,1908.85714285714,529.142857142857,1354.57142857143,1883.71428571429,103.4,100.5,101.3,4333,-40,4293,94,0,94,58,0,58,4597,4600,99.9,40,40011,28,8260,-3,326,69396,4883,7.03642861260015,7.2,7.6,1128202,24813,15917,4293,94
2021-03-10,1302,15458,476,0,84,481,1093,260,12410,28,199,1353,560,1913,34.4285714285714,179,227,213.428571428571,560,33.5714285714286,182.428571428571,102.6,98.1,1355.42857142857,548.714285714286,1904.14285714286,531.428571428571,1361.28571428571,1892.71428571429,103.3,99.6,100.6,5330,-58,5272,67,-1,66,31,0,31,4631,4696,98.6,19,40030,11,8271,-7,310,75411,5707,7.56786145257323,7.2,7.6,1133474,24879,15948,5272,66
2021-03-11,1302,15522,499,0,73,489,1068,285,12382,50,191,1353,572,1925,37.1428571428571,182.428571428571,241,219.571428571429,572,33.8571428571429,178.285714285714,109.7,102.3,1351,553.428571428571,1904.42857142857,533.285714285714,1364.57142857143,1897.85714285714,103.8,99,100.3,5380,-58,5322,80,0,80,50,0,50,4806,4569,105.2,57,40087,19,8290,-5,315,67236,5221,7.76518531738949,7.5,7.6,1138796,24959,15998,5322,80
2021-03-12,1300,15453,502,0,74,501,1066,268,12256,39,211,1334,576,1910,37.1428571428571,186.142857142857,250,223.285714285714,576,34.8571428571429,178.142857142857,106.6,104.5,1345.85714285714,558.428571428571,1904.28571428571,535.571428571429,1369,1904.57142857143,104.3,98.3,100,6068,-42,6026,80,-1,79,27,-1,26,4997,4508,110.8,47,40134,8,8298,0,309,64672,5570,8.61269173676398,8,7.7,1144822,25038,16024,6026,79
2021-03-13,1309,15093,480,0,74,479,1069,252,11522,44,224,1321,554,1875,38.2857142857143,193,268,231.285714285714,554,36.8571428571429,176.857142857143,103.9,109.1,1345.85714285714,560.142857142857,1906,539,1373.28571428571,1912.28571428571,103.9,98,99.7,6446,-50,6396,60,-2,58,22,0,22,5150,4563,112.9,54,40188,3,8301,-3,318,59881,4833,8.07100749820477,8.1,7.7,1151218,25096,16046,6396,58
2021-03-14,1295,14850,474,0,80,428,1111,257,10765,37,191,1368,554,1922,38,200.428571428571,228,238.428571428571,554,39.4285714285714,173.857142857143,96.4,115.3,1354.71428571429,561.428571428571,1916.14285714286,541.714285714286,1371,1912.71428571429,103.6,98.8,100.2,6012,-38,5974,58,0,58,24,-1,23,5356,4540,118,28,40216,3,8304,-5,311,59503,4619,7.76263381678235,8.2,7.6,1157192,25154,16069,5974,58
2021-03-15,1314,15548,483,0,81,441,1178,277,11372,46,177,1455,564,2019,39.8571428571429,204.714285714286,223,244.571428571429,564,39.8571428571429,174.142857142857,100,117.6,1370.14285714286,562.285714285714,1932.42857142857,544.857142857143,1367,1911.85714285714,103.2,100.2,101.1,5549,-80,5469,52,-4,48,18,0,18,5588,4554,122.7,20,40236,2,8306,-7,306,80682,5552,6.88133660543864,7.5,7.6,1162661,25202,16087,5469,48
2021-03-16,1308,15240,503,0,83,473,1184,267,12438,38,225,1451,586,2037,40.2857142857143,202.571428571429,263,242.857142857143,586,37.4285714285714,175.857142857143,107.6,115.2,1376.42857142857,566.571428571429,1943,547.142857142857,1361.71428571429,1908.85714285714,103.6,101.1,101.8,4985,-83,4902,59,-1,58,32,0,32,5681,4597,123.6,15,40251,15,8321,-6,290,79999,5911,7.38884236052951,7.3,7.7,1167563,25260,16119,4902,58
2021-03-17,1311,15336,489,0,79,491,1165,259,12305,36,194,1424,568,1992,41.4285714285714,201.857142857143,230,243.285714285714,568,34.4285714285714,179,120.3,112.8,1386.57142857143,567.714285714286,1954.28571428571,548.714285714286,1355.42857142857,1904.14285714286,103.5,102.3,102.6,5974,-50,5924,70,0,70,47,-1,46,5773,4631,124.7,40,40291,22,8343,-2,279,82891,6633,8.00207501417524,7.4,7.7,1173487,25330,16165,5924,70
2021-03-18,1307,15753,492,0,72,477,1164,272,12571,29,205,1436,564,2000,38.4285714285714,203.857142857143,234,242.285714285714,564,37.1428571428571,182.428571428571,103.5,111.7,1398.42857142857,566.571428571429,1965,553.428571428571,1351,1904.42857142857,102.4,103.5,103.2,6187,-62,6125,73,-1,72,33,0,33,5889,4806,122.5,61,40352,5,8348,-1,277,75275,6104,8.10893390900033,7.8,7.8,1179612,25402,16198,6125,72
2021-03-19,1303,15525,504,0,75,480,1195,267,12378,46,237,1462,579,2041,39.4285714285714,207.571428571429,283,247,579,37.1428571428571,186.142857142857,106.2,111.5,1416.71428571429,567,1983.71428571429,558.428571428571,1345.85714285714,1904.28571428571,101.5,105.3,104.2,7425,-50,7375,74,0,74,46,0,46,6083,4997,121.7,47,40399,26,8374,-3,268,71555,6176,8.63112291244497,8.2,7.8,1186987,25476,16244,7375,74
2021-03-20,1288,15038,535,0,67,456,1201,244,11532,54,268,1445,602,2047,40.8571428571429,213.857142857143,322,254.714285714286,602,38.2857142857143,193,106.7,110.8,1434.42857142857,573.857142857143,2008.28571428571,560.142857142857,1345.85714285714,1906,102.4,106.6,105.4,7668,-75,7593,63,0,63,18,-2,16,6257,5150,121.5,22,40421,4,8378,-1,260,63718,5545,8.70240748297184,8.5,7.9,1194580,25539,16260,7593,63
2021-03-21,1287,15071,546,0,65,408,1222,240,11064,31,194,1462,611,2073,40,214.285714285714,225,254.285714285714,611,38,200.428571428571,105.3,106.9,1447.85714285714,582,2029.85714285714,561.428571428571,1354.71428571429,1916.14285714286,103.7,106.9,105.9,7025,-60,6965,70,-2,68,15,0,15,6402,5356,119.5,47,40468,2,8380,-2,261,63495,5572,8.77549413339633,8.7,8,1201545,25607,16275,6965,68
2021-03-22,1299,15277,563,0,75,443,1290,265,11748,50,167,1555,638,2193,40.5714285714286,212.857142857143,217,253.428571428571,638,39.8571428571429,204.714285714286,101.8,104,1462.14285714286,592.571428571429,2054.71428571429,562.285714285714,1370.14285714286,1932.42857142857,105.4,106.7,106.3,6340,-79,6261,62,-1,61,15,0,15,6515,5588,116.6,5,40473,2,8382,-10,253,86238,6644,7.70426030288272,8.3,8.1,1207806,25668,16290,6261,61
2021-03-23,1306,15539,555,0,68,475,1304,271,12504,32,282,1575,623,2198,39.7142857142857,221,314,260.714285714286,623,40.2857142857143,202.571428571429,98.6,109.1,1479.85714285714,597.857142857143,2077.71428571429,566.571428571429,1376.42857142857,1943,105.5,107.5,106.9,5636,-76,5560,79,0,79,49,0,49,6608,5681,116.3,23,40496,10,8392,-3,239,88142,7043,7.99051530484899,8.1,8.2,1213366,25747,16339,5560,79
2021-03-24,1299,15657,558,0,67,483,1274,288,12555,37,219,1562,625,2187,39.8571428571429,224.571428571429,256,264.428571428571,625,41.4285714285714,201.857142857143,96.2,111.3,1499.57142857143,606,2105.57142857143,567.714285714286,1386.57142857143,1954.28571428571,106.7,108.1,107.7,7624,-45,7579,64,-2,62,31,1,32,6844,5773,118.6,35,40531,6,8398,-2,232,89153,7401,8.3014592890873,8,8.3,1220945,25809,16371,7579,62
2021-03-25,1307,15620,560,0,59,471,1310,263,12486,34,249,1573,619,2192,40.5714285714286,230.857142857143,283,271.428571428571,619,38.4285714285714,203.857142857143,105.6,113.2,1519.14285714286,613.857142857143,2133,566.571428571429,1398.42857142857,1965,108.3,108.6,108.5,7740,-38,7702,93,-1,92,25,0,25,7065,5889,120,30,40561,3,8401,-5,225,83496,7506,8.98965219890773,8.4,8.4,1228647,25901,16396,7702,92
2021-03-26,1305,15848,562,0,63,460,1334,262,12661,44,240,1596,625,2221,40.2857142857143,231.285714285714,284,271.571428571429,625,39.4285714285714,207.571428571429,102.2,111.4,1538.28571428571,620.428571428571,2158.71428571429,567,1416.71428571429,1983.71428571429,109.4,108.6,108.8,7644,-82,7562,79,0,79,25,0,25,7097,6083,116.7,23,40584,2,8403,-6,218,74973,6905,9.20998226028037,8.8,8.5,1236209,25980,16421,7562,79
2021-03-27,1301,15378,582,0,61,452,1328,267,11815,51,296,1595,643,2238,39.8571428571429,235.285714285714,347,275.142857142857,643,40.8571428571429,213.857142857143,97.6,110,1559.71428571429,626.285714285714,2186,573.857142857143,1434.42857142857,2008.28571428571,109.1,108.7,108.8,8868,-70,8798,66,0,66,29,0,29,7268,6257,116.2,57,40641,14,8417,-1,220,66014,5913,8.95719089890023,9.1,8.5,1245007,26046,16450,8798,66
2021-03-28,1293,15090,592,0,63,402,1324,269,11123,41,182,1593,655,2248,41.2857142857143,233.571428571429,223,274.857142857143,655,40,214.285714285714,103.2,109,1578.42857142857,632.571428571429,2211,582,1447.85714285714,2029.85714285714,108.7,109,108.9,7513,-83,7430,73,0,73,15,0,15,7338,6402,114.6,15,40656,4,8421,-4,219,62315,5162,8.28371981063949,8.8,8.5,1252437,26119,16465,7430,73
2021-03-29,1306,15618,600,0,75,431,1390,277,11720,36,188,1667,675,2342,39.2857142857143,236.571428571429,224,275.857142857143,675,40.5714285714286,212.857142857143,96.8,111.1,1594.42857142857,637.857142857143,2232.28571428571,592.571428571429,1462.14285714286,2054.71428571429,107.6,109,108.6,6824,-106,6718,56,-1,55,10,0,10,7407,6515,113.7,15,40671,3,8424,-8,213,87148,7248,8.31688621655115,8.5,8.6,1259155,26174,16475,6718,55
2021-03-30,1316,15721,610,0,72,453,1438,290,12429,50,293,1728,682,2410,41.8571428571429,238.142857142857,343,280,682,39.7142857142857,221,105.4,107.8,1616.28571428571,646.285714285714,2262.57142857143,597.857142857143,1479.85714285714,2077.71428571429,108.1,109.2,108.9,5909,-81,5828,66,0,66,36,-2,34,7446,6608,112.7,18,40689,4,8428,-6,207,82189,7045,8.57170667607587,8.4,8.7,1264983,26240,16509,5828,66
2021-03-31,1329,15911,611,0,70,439,1385,268,12681,42,257,1653,681,2334,42.5714285714286,243.571428571429,299,286.142857142857,681,39.8571428571429,224.571428571429,106.8,108.5,1629.28571428571,654.285714285714,2283.57142857143,606,1499.57142857143,2105.57142857143,108,108.7,108.5,7684,-51,7633,96,-1,95,29,0,29,7455,6844,108.9,31,40720,4,8432,-2,209,78540,6845,8.7153043035396,8.5,8.7,1272616,26335,16538,7633,95
2021-04-01,1329,15732,627,0,61,433,1387,252,12622,61,276,1639,688,2327,46.4285714285714,247.428571428571,337,293.857142857143,688,40.5714285714286,230.857142857143,114.4,107.2,1638.71428571429,664.142857142857,2302.85714285714,613.857142857143,1519.14285714286,2133,108.2,107.9,108,7882,-55,7827,67,-1,66,22,-1,21,7475,7065,105.8,34,40754,2,8434,-6,204,72399,6732,9.29847097335598,8.8,8.8,1280443,26401,16559,7827,66
2021-04-02,1326,15894,641,0,64,419,1375,250,12417,48,276,1625,705,2330,47,252.571428571429,324,299.571428571429,705,40.2857142857143,231.285714285714,116.7,109.2,1642.85714285714,675.571428571429,2318.42857142857,620.428571428571,1538.28571428571,2158.71428571429,108.9,106.8,107.4,7296,-43,7253,91,-1,90,17,-1,16,7425,7097,104.6,28,40782,4,8438,-3,201,66191,6035,9.11755374597755,9,8.7,1287696,26491,16575,7253,90
2021-04-03,1321,15437,666,0,68,407,1370,244,11276,54,243,1614,734,2348,47.4285714285714,245,297,292.428571428571,734,39.8571428571429,235.285714285714,119,104.1,1645.57142857143,688.571428571429,2334.14285714286,626.285714285714,1559.71428571429,2186,109.9,105.5,106.8,7682,-54,7628,68,-1,67,31,0,31,7256,7268,99.8,14,40796,3,8441,-4,196,58184,5224,8.97841330950089,9.1,8.7,1295324,26558,16606,7628,67
2021-04-04,1312,15117,661,0,69,367,1355,232,10623,53,177,1587,730,2317,49.1428571428571,244.285714285714,230,293.428571428571,730,41.2857142857143,233.571428571429,119,104.6,1644.71428571429,699.285714285714,2344,632.571428571429,1578.42857142857,2211,110.5,104.2,106,6918,-96,6822,60,-1,59,16,0,16,7171,7338,97.7,26,40822,3,8444,-4,189,52207,4940,9.46233263738579,9.2,8.9,1302146,26617,16622,6822,59
2021-04-05,1316,15146,678,0,68,369,1371,257,10612,58,205,1628,746,2374,52.2857142857143,246.714285714286,263,299,746,39.2857142857143,236.571428571429,133.1,104.3,1639.14285714286,709.428571428571,2348.57142857143,637.857142857143,1594.42857142857,2232.28571428571,111.2,102.8,105.2,5365,-45,5320,57,-1,56,8,-1,7,6962,7407,94,18,40840,0,8444,-3,185,66000,5973,9.05,9.1,9,1307466,26673,16629,5320,56
2021-04-06,1336,15161,687,0,63,387,1451,297,11148,44,207,1748,750,2498,51.4285714285714,234.428571428571,251,285.857142857143,750,41.8571428571429,238.142857142857,122.9,98.4,1642,719.142857142857,2361.14285714286,646.285714285714,1616.28571428571,2262.57142857143,111.3,101.6,104.4,5592,-51,5541,105,-1,104,20,0,20,6917,7446,92.9,24,40864,2,8446,-1,184,84763,7123,8.40343074218704,8.9,9,1313007,26777,16649,5541,104
2021-04-07,1347,15695,713,0,63,429,1515,267,12012,57,285,1782,776,2558,53.5714285714286,238.428571428571,342,292,776,42.5714285714286,243.571428571429,125.8,97.9,1660.42857142857,732.714285714286,2393.14285714286,654.285714285714,1629.28571428571,2283.57142857143,112,101.9,104.8,6409,-63,6346,140,0,140,23,0,23,6735,7455,90.3,31,40895,6,8452,1,188,81399,7373,9.05785083354832,8.8,9,1319353,26917,16672,6346,140
2021-04-08,1363,15751,737,0,61,435,1461,266,12332,57,269,1727,798,2525,53,237.428571428571,326,290.428571428571,798,46.4285714285714,247.428571428571,114.2,96,1673,748.428571428571,2421.42857142857,664.142857142857,1638.71428571429,2302.85714285714,112.7,102.1,105.1,7833,-50,7783,71,-1,70,19,0,19,6728,7475,90,26,40921,3,8455,0,195,74135,7111,9.5919606123963,9,9.1,1327136,26987,16691,7783,70
2021-04-09,1368,15411,718,0,66,421,1429,282,12233,45,262,1711,784,2495,52.5714285714286,235.428571428571,307,288,784,47,252.571428571429,111.9,93.2,1685.28571428571,759.714285714286,2445,675.571428571429,1642.85714285714,2318.42857142857,112.5,102.6,105.5,7716,-81,7635,106,-1,105,41,-1,40,6788,7425,91.4,9,40930,10,8465,-4,177,65898,6913,10.4904549455219,9.7,9.3,1334771,27092,16731,7635,105
2021-04-10,1368,15407,721,0,66,404,1417,287,11480,53,304,1704,787,2491,52.4285714285714,244.142857142857,357,296.571428571429,787,47.4285714285714,245,110.5,99.7,1698.14285714286,767.285714285714,2465.42857142857,688.571428571429,1645.57142857143,2334.14285714286,111.4,103.2,105.6,7725,-49,7676,57,-1,56,23,0,23,6794,7256,93.6,24,40954,1,8466,-4,174,57951,6882,11.8755500336491,10.6,9.6,1342447,27148,16754,7676,56
2021-04-11,1370,14979,726,0,62,375,1434,295,10764,45,218,1729,788,2517,51.2857142857143,250,263,301.285714285714,788,49.1428571428571,244.285714285714,104.4,102.3,1718.42857142857,775.571428571429,2494,699.285714285714,1644.71428571429,2344,110.9,104.5,106.4,8288,-70,8218,92,-1,91,17,0,17,6990,7171,97.5,39,40993,2,8468,-1,181,58781,5808,9.88074377775131,10.7,9.7,1350665,27239,16771,8218,91
2021-04-12,1400,15307,724,0,70,387,1473,315,11361,45,226,1788,794,2582,49.4285714285714,253,271,302.428571428571,794,52.2857142857143,246.714285714286,94.5,102.5,1741.28571428571,782.428571428571,2523.71428571429,709.428571428571,1639.14285714286,2348.57142857143,110.3,106.2,107.5,6757,-82,6675,68,0,68,20,0,20,7189,6962,103.3,29,41022,3,8471,-6,182,77926,7499,9.6232322973077,10.4,9.7,1357340,27307,16791,6675,68
2021-04-13,1406,15596,726,0,68,454,1453,307,12222,45,261,1760,794,2554,49.5714285714286,260.714285714286,306,310.285714285714,794,51.4285714285714,234.428571428571,96.4,111.2,1743,788.714285714286,2531.71428571429,719.142857142857,1642,2361.14285714286,109.7,106.2,107.2,6797,-112,6685,80,-2,78,31,0,31,7361,6917,106.4,21,41043,4,8475,-2,178,77386,7365,9.51722533791642,9.7,9.9,1364025,27385,16822,6685,78
2021-04-14,1412,15607,715,0,69,430,1410,305,12286,46,228,1715,784,2499,48,252.571428571429,274,300.571428571429,784,53.5714285714286,238.428571428571,89.6,105.9,1733.42857142857,789.857142857143,2523.28571428571,732.714285714286,1660.42857142857,2393.14285714286,107.8,104.4,105.4,5503,-117,5386,79,-3,76,28,-2,26,7231,6735,107.4,18,41061,1,8476,-5,178,82135,7459,9.08139039386376,9.4,9.9,1369411,27461,16848,5386,76
2021-04-15,1407,15401,718,0,71,421,1386,302,12032,39,232,1688,789,2477,45.4285714285714,247.285714285714,271,292.714285714286,789,53,237.428571428571,85.7,104.2,1727.85714285714,788.571428571429,2516.42857142857,748.428571428571,1673,2421.42857142857,105.4,103.3,103.9,8797,-63,8734,91,-1,90,14,-1,13,7369,6728,109.5,20,41081,0,8476,1,179,73245,7742,10.5700047784832,9.7,10.1,1378145,27551,16861,8734,90
2021-04-16,1417,15607,723,0,69,426,1375,323,12046,51,242,1698,792,2490,46.2857142857143,244.428571428571,293,290.714285714286,792,52.5714285714286,235.428571428571,88,103.8,1726,789.714285714286,2515.71428571429,759.714285714286,1685.28571428571,2445,103.9,102.4,102.9,8966,-68,8898,47,0,47,12,0,12,7548,6788,111.2,21,41102,2,8478,-2,178,65708,7547,11.485663846107,10.3,10.2,1387043,27598,16873,8898,47
2021-04-17,1400,15218,731,0,71,413,1345,281,11274,60,271,1626,802,2428,47.2857142857143,239.714285714286,331,287,802,52.4285714285714,244.142857142857,90.2,98.2,1714.85714285714,791.857142857143,2506.71428571429,767.285714285714,1698.14285714286,2465.42857142857,103.2,101,101.7,8336,-51,8285,83,0,83,31,0,31,7635,6794,112.4,25,41127,3,8481,0,178,58205,6371,10.9457950347908,11,10.1,1395328,27681,16904,8285,83
2021-04-18,1407,14969,738,0,70,377,1367,303,10681,56,228,1670,808,2478,48.8571428571429,241.142857142857,284,290,808,51.2857142857143,250,95.3,96.5,1706.42857142857,794.714285714286,2501.14285714286,775.571428571429,1718.42857142857,2494,102.5,99.3,100.3,8600,-95,8505,68,0,68,12,0,12,7679,6990,109.9,25,41152,0,8481,-2,182,59067,6071,10.278158701136,10.9,10.1,1403833,27749,16916,8505,68
2021-04-19,1422,15556,746,0,67,394,1423,308,11297,44,188,1731,813,2544,48.7142857142857,235.714285714286,232,284.428571428571,813,49.4285714285714,253,98.6,93.2,1698.28571428571,797.428571428571,2495.71428571429,782.428571428571,1741.28571428571,2523.71428571429,101.9,97.5,98.9,7187,-70,7117,96,-1,95,22,0,22,7741,7189,107.7,9,41161,2,8483,-6,176,82605,8299,10.0466073482235,10.4,10.2,1410950,27844,16938,7117,95
2021-04-20,1427,15585,755,0,68,425,1515,315,12028,58,327,1830,823,2653,50.5714285714286,245.142857142857,385,295.714285714286,823,49.5714285714286,260.714285714286,102,94,1708.28571428571,801.571428571429,2509.85714285714,788.714285714286,1743,2531.71428571429,101.6,98,99.1,6871,-49,6822,59,-1,58,27,0,27,7751,7361,105.3,17,41178,3,8486,-2,172,79724,8374,10.5037378957403,10.3,10.4,1417772,27902,16965,6822,58
2021-04-21,1428,15664,756,0,66,428,1495,297,12216,47,296,1792,822,2614,50.7142857142857,254.857142857143,343,305.571428571429,822,48,252.571428571429,105.7,100.9,1719.28571428571,807,2526.28571428571,789.857142857143,1733.42857142857,2523.28571428571,102.2,99.2,100.1,8530,-59,8471,79,-1,78,18,0,18,8184,7231,113.2,34,41212,5,8491,-4,174,82199,8346,10.1534081923138,10.2,10.5,1426243,27980,16983,8471,78
