"Datum","Type","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90"
"2021-05-15","IC",22,41,90,164,201,308,614,1075,1554,1890,2160,2292,1324,361,53,6
"2021-05-15","Klinisch",1176,387,675,1016,1185,1520,2591,4093,5132,5347,5549,7107,7434,6389,4168,1777
"2021-05-16","IC",22,41,91,165,200,313,615,1075,1559,1897,2161,2296,1324,361,53,6
"2021-05-16","Klinisch",1178,391,678,1020,1191,1523,2596,4108,5147,5357,5570,7115,7444,6402,4167,1782
"2021-05-17","IC",22,41,92,167,203,314,613,1085,1563,1903,2166,2302,1324,363,53,6
"2021-05-17","Klinisch",1187,392,678,1026,1196,1528,2616,4138,5173,5383,5600,7141,7459,6411,4171,1794
"2021-05-18","IC",22,42,93,167,203,315,618,1093,1568,1906,2169,2306,1324,362,53,6
"2021-05-18","Klinisch",1195,395,682,1029,1198,1541,2632,4169,5205,5404,5636,7163,7471,6415,4175,1793
"2021-05-19","IC",22,42,95,169,202,314,620,1097,1576,1911,2176,2309,1325,362,53,6
"2021-05-19","Klinisch",1195,401,684,1029,1199,1544,2638,4182,5217,5408,5645,7176,7480,6418,4182,1793
"2021-05-20","IC",22,42,95,170,203,317,623,1098,1581,1915,2180,2311,1326,362,53,6
"2021-05-20","Klinisch",1191,404,685,1031,1207,1549,2645,4204,5232,5421,5657,7184,7485,6428,4182,1797
"2021-05-21","IC",21,42,96,170,206,316,623,1102,1580,1918,2180,2313,1329,362,53,6
"2021-05-21","Klinisch",1193,404,689,1035,1212,1555,2653,4214,5246,5433,5665,7197,7489,6433,4183,1798
"2021-05-22","IC",21,42,96,169,208,316,623,1104,1587,1921,2182,2310,1331,364,53,6
"2021-05-22","Klinisch",1197,407,692,1037,1216,1560,2666,4228,5258,5438,5674,7211,7497,6436,4181,1799
"2021-05-23","IC",21,43,97,169,208,317,627,1105,1589,1922,2187,2313,1332,364,53,6
"2021-05-23","Klinisch",1200,408,693,1040,1217,1560,2672,4229,5266,5445,5682,7213,7497,6434,4185,1799
"2021-05-24","IC",21,43,98,168,207,319,628,1111,1593,1925,2193,2313,1333,365,53,6
"2021-05-24","Klinisch",1205,412,694,1043,1218,1567,2683,4232,5283,5448,5684,7224,7501,6438,4189,1800
"2021-05-25","IC",21,43,99,169,207,320,633,1124,1598,1929,2194,2320,1333,364,53,6
"2021-05-25","Klinisch",1210,413,697,1047,1225,1572,2692,4248,5300,5459,5693,7233,7511,6448,4192,1800
"2021-05-26","IC",21,43,99,169,208,320,635,1123,1604,1932,2196,2325,1335,365,53,6
"2021-05-26","Klinisch",1216,414,703,1048,1228,1576,2698,4261,5303,5467,5711,7235,7516,6458,4197,1803
"2021-05-27","IC",21,43,101,168,208,322,635,1125,1608,1932,2200,2326,1339,365,53,6
"2021-05-27","Klinisch",1219,415,705,1049,1227,1578,2699,4271,5313,5469,5711,7241,7516,6460,4200,1808
"2021-05-28","IC",21,44,100,170,207,322,638,1127,1608,1933,2200,2327,1336,365,53,6
"2021-05-28","Klinisch",1234,415,709,1059,1228,1582,2718,4302,5336,5491,5738,7250,7532,6468,4198,1809
"2021-05-29","IC",21,44,100,170,206,322,640,1125,1612,1935,2207,2326,1336,365,53,6
"2021-05-29","Klinisch",1234,417,710,1059,1230,1583,2723,4310,5334,5494,5742,7255,7536,6477,4198,1812
"2021-05-30","IC",21,44,100,170,207,323,641,1130,1613,1935,2204,2326,1336,366,53,6
"2021-05-30","Klinisch",1236,418,712,1061,1232,1583,2720,4312,5337,5496,5740,7255,7538,6479,4200,1816
"2021-05-31","IC",21,44,101,171,208,323,641,1133,1614,1940,2204,2328,1340,366,53,6
"2021-05-31","Klinisch",1246,418,712,1064,1238,1589,2731,4323,5354,5513,5752,7266,7545,6482,4206,1816
"2021-06-01","IC",21,46,100,171,208,325,640,1136,1614,1939,2204,2327,1342,366,53,6
"2021-06-01","Klinisch",1274,418,715,1074,1247,1596,2740,4342,5375,5535,5762,7284,7564,6505,4216,1824
"2021-06-02","IC",21,46,100,171,209,324,641,1139,1616,1940,2211,2325,1340,367,53,6
"2021-06-02","Klinisch",1280,418,716,1073,1251,1598,2742,4348,5389,5541,5766,7288,7560,6512,4220,1825
"2021-06-03","IC",21,46,100,170,209,325,642,1142,1613,1940,2213,2327,1340,367,53,6
"2021-06-03","Klinisch",1259,416,714,1072,1256,1603,2747,4354,5396,5540,5770,7291,7563,6505,4221,1823
"2021-06-04","IC",21,46,100,170,209,324,642,1138,1615,1941,2216,2326,1341,367,53,6
"2021-06-04","Klinisch",1253,419,716,1073,1258,1604,2749,4366,5407,5548,5778,7303,7564,6513,4223,1825
"2021-06-05","IC",21,46,100,170,209,324,643,1137,1617,1941,2216,2327,1341,367,53,6
"2021-06-05","Klinisch",1258,420,720,1076,1258,1608,2752,4367,5416,5552,5782,7302,7564,6513,4225,1824
"2021-06-06","IC",21,46,99,170,209,324,643,1137,1619,1941,2214,2329,1340,367,53,6
"2021-06-06","Klinisch",1264,420,720,1077,1258,1611,2756,4369,5418,5554,5784,7302,7567,6518,4222,1825
"2021-06-07","IC",21,46,99,170,209,325,644,1139,1626,1942,2216,2331,1340,367,53,6
"2021-06-07","Klinisch",1275,421,720,1080,1263,1614,2764,4383,5429,5564,5792,7301,7572,6522,4228,1823
"2021-06-08","IC",21,46,99,170,209,325,644,1141,1626,1942,2218,2331,1340,367,53,6
"2021-06-08","Klinisch",1273,421,719,1083,1264,1618,2770,4390,5435,5562,5791,7301,7575,6517,4224,1820
"2021-06-09","IC",21,46,99,170,210,325,646,1141,1630,1944,2218,2332,1340,367,53,6
"2021-06-09","Klinisch",1275,422,720,1083,1265,1617,2776,4394,5443,5564,5793,7306,7576,6517,4224,1821
"2021-06-10","IC",21,46,99,170,210,328,645,1143,1633,1944,2218,2333,1341,367,53,6
"2021-06-10","Klinisch",1285,423,721,1089,1268,1620,2781,4400,5447,5565,5798,7311,7582,6521,4230,1826
"2021-06-11","IC",21,46,100,170,210,328,646,1142,1637,1945,2218,2333,1342,367,53,6
"2021-06-11","Klinisch",1285,423,723,1092,1269,1622,2783,4408,5446,5565,5803,7316,7581,6524,4231,1827
"2021-06-12","IC",21,46,99,170,210,328,646,1142,1637,1945,2216,2335,1342,367,53,6
"2021-06-12","Klinisch",1288,423,724,1092,1272,1622,2783,4407,5446,5563,5800,7316,7581,6523,4231,1826
"2021-06-13","IC",21,46,99,170,210,328,647,1142,1637,1946,2216,2336,1343,367,53,6
"2021-06-13","Klinisch",1289,425,726,1093,1274,1625,2784,4409,5449,5566,5802,7316,7585,6523,4231,1826
"2021-06-14","IC",22,47,99,171,209,329,646,1145,1640,1949,2216,2335,1343,367,53,6
"2021-06-14","Klinisch",1294,424,727,1090,1277,1626,2792,4418,5458,5573,5806,7318,7586,6528,4234,1831
"2021-06-15","IC",22,47,99,171,210,329,648,1149,1640,1949,2216,2333,1343,368,54,6
"2021-06-15","Klinisch",1298,424,727,1093,1277,1628,2791,4420,5468,5576,5806,7319,7589,6525,4238,1830
"2021-06-16","IC",22,47,99,172,211,329,647,1146,1639,1950,2217,2333,1343,368,54,6
"2021-06-16","Klinisch",1286,424,728,1090,1274,1627,2791,4418,5466,5570,5802,7308,7585,6516,4231,1823
"2021-06-17","IC",22,47,99,172,211,329,647,1151,1640,1952,2220,2333,1344,370,54,6
"2021-06-17","Klinisch",1291,424,728,1090,1274,1631,2791,4420,5468,5572,5806,7315,7586,6521,4236,1824
"2021-06-18","IC",23,47,100,172,210,329,648,1150,1641,1951,2218,2332,1345,370,54,6
"2021-06-18","Klinisch",1290,427,728,1090,1275,1631,2792,4425,5467,5577,5809,7316,7585,6526,4244,1825
"2021-06-19","IC",23,47,99,172,210,329,648,1149,1640,1951,2218,2333,1345,370,54,6
"2021-06-19","Klinisch",1287,427,728,1090,1275,1633,2794,4424,5468,5579,5808,7315,7586,6526,4240,1825
"2021-06-20","IC",23,47,99,172,210,330,649,1149,1642,1952,2218,2332,1345,370,54,6
"2021-06-20","Klinisch",1286,427,729,1090,1276,1633,2794,4424,5470,5579,5809,7316,7591,6526,4241,1825
"2021-06-21","IC",23,48,100,173,210,331,651,1150,1643,1950,2218,2332,1344,369,54,6
"2021-06-21","Klinisch",1294,429,729,1093,1281,1636,2796,4426,5471,5581,5811,7316,7591,6527,4240,1826
"2021-06-22","IC",23,48,100,171,210,331,650,1153,1643,1950,2218,2332,1343,368,54,6
"2021-06-22","Klinisch",1296,431,728,1095,1285,1636,2796,4428,5468,5588,5810,7324,7596,6526,4243,1825
"2021-06-23","IC",24,48,100,172,210,331,650,1153,1643,1952,2220,2331,1343,368,54,6
"2021-06-23","Klinisch",1297,430,731,1096,1286,1637,2799,4431,5469,5587,5808,7322,7600,6527,4241,1824
"2021-06-24","IC",24,48,100,173,210,331,650,1154,1643,1952,2219,2331,1343,368,54,6
"2021-06-24","Klinisch",1294,430,731,1094,1286,1639,2798,4430,5471,5584,5805,7322,7597,6526,4240,1824
"2021-06-25","IC",24,49,100,172,210,331,651,1155,1642,1953,2220,2331,1344,368,54,6
"2021-06-25","Klinisch",1294,432,733,1095,1288,1640,2798,4430,5473,5586,5807,7325,7597,6526,4242,1825
"2021-06-26","IC",23,49,100,172,210,331,651,1155,1643,1952,2221,2330,1343,368,54,6
"2021-06-26","Klinisch",1297,431,733,1095,1287,1642,2799,4431,5472,5587,5806,7328,7599,6526,4242,1825
"2021-06-27","IC",23,49,100,172,210,331,651,1155,1643,1951,2221,2330,1343,368,54,6
"2021-06-27","Klinisch",1300,431,733,1095,1287,1643,2799,4431,5472,5587,5807,7327,7600,6527,4242,1825
"2021-06-28","IC",23,49,100,173,211,331,652,1155,1643,1952,2224,2331,1344,368,54,6
"2021-06-28","Klinisch",1306,431,737,1095,1288,1643,2798,4432,5474,5592,5808,7329,7599,6525,4242,1825
"2021-06-29","IC",23,49,100,173,211,331,651,1155,1643,1952,2221,2332,1343,368,54,6
"2021-06-29","Klinisch",1309,433,736,1096,1289,1645,2799,4436,5476,5589,5807,7327,7597,6526,4246,1825
"2021-06-30","IC",23,49,100,173,211,331,652,1155,1643,1953,2221,2332,1345,368,54,6
"2021-06-30","Klinisch",1311,433,735,1094,1291,1644,2803,4438,5478,5588,5809,7328,7598,6529,4244,1828
"2021-07-01","IC",23,49,100,173,211,331,652,1154,1643,1953,2224,2332,1344,368,54,6
"2021-07-01","Klinisch",1305,433,735,1094,1291,1644,2801,4439,5480,5585,5811,7326,7597,6528,4242,1827
"2021-07-02","IC",24,49,100,173,211,331,652,1154,1644,1953,2222,2332,1344,368,54,6
"2021-07-02","Klinisch",1311,433,735,1094,1291,1644,2801,4438,5479,5588,5811,7326,7598,6530,4250,1827
"2021-07-03","IC",24,49,100,173,211,330,652,1154,1643,1953,2222,2332,1344,368,54,6
"2021-07-03","Klinisch",1311,433,735,1094,1291,1645,2801,4440,5478,5588,5812,7328,7598,6531,4248,1827
"2021-07-04","IC",24,49,101,173,211,330,653,1154,1644,1953,2222,2332,1344,368,54,6
"2021-07-04","Klinisch",1310,433,734,1094,1291,1646,2801,4439,5478,5589,5812,7327,7597,6531,4248,1827
"2021-07-05","IC",24,48,101,174,211,330,653,1154,1646,1953,2224,2334,1344,368,54,6
"2021-07-05","Klinisch",1312,432,734,1095,1292,1647,2802,4441,5479,5594,5812,7327,7594,6531,4247,1827
"2021-07-06","IC",24,48,101,174,211,330,653,1154,1646,1952,2224,2334,1344,368,54,6
"2021-07-06","Klinisch",1314,433,734,1096,1293,1648,2804,4444,5479,5592,5812,7330,7595,6532,4245,1826
"2021-07-07","IC",24,48,101,174,211,331,654,1156,1645,1952,2224,2333,1346,368,54,6
"2021-07-07","Klinisch",1313,432,735,1096,1291,1648,2803,4439,5478,5590,5812,7328,7595,6528,4244,1827
"2021-07-08","IC",24,48,101,176,211,331,653,1156,1645,1952,2223,2333,1346,368,54,6
"2021-07-08","Klinisch",1314,433,735,1096,1292,1649,2805,4439,5478,5593,5813,7330,7593,6529,4243,1828
"2021-07-09","IC",24,48,101,174,211,331,653,1157,1645,1952,2223,2333,1346,368,54,6
"2021-07-09","Klinisch",1315,435,737,1096,1292,1649,2805,4440,5480,5593,5814,7327,7592,6533,4245,1828
"2021-07-10","IC",24,49,101,174,211,331,654,1156,1645,1952,2223,2333,1346,368,54,6
"2021-07-10","Klinisch",1317,436,737,1096,1292,1650,2805,4440,5482,5594,5812,7327,7591,6533,4244,1828
"2021-07-11","IC",24,50,101,174,211,331,654,1158,1645,1951,2224,2333,1346,368,54,6
"2021-07-11","Klinisch",1317,437,737,1097,1292,1650,2806,4440,5482,5594,5811,7328,7590,6533,4244,1828
"2021-07-12","IC",24,49,101,174,211,332,658,1160,1645,1952,2224,2335,1347,368,54,6
"2021-07-12","Klinisch",1328,443,736,1099,1295,1652,2807,4443,5480,5598,5814,7326,7592,6533,4246,1828
"2021-07-13","IC",24,50,102,175,212,332,656,1159,1644,1952,2224,2334,1347,368,54,6
"2021-07-13","Klinisch",1330,445,740,1104,1298,1651,2811,4445,5484,5599,5815,7329,7596,6539,4247,1829
"2021-07-14","IC",24,50,102,175,212,333,656,1159,1646,1952,2224,2334,1347,368,54,6
"2021-07-14","Klinisch",1329,449,740,1103,1300,1651,2815,4447,5487,5599,5813,7332,7602,6536,4247,1828
"2021-07-15","IC",24,50,102,175,212,333,657,1160,1646,1952,2224,2334,1346,368,54,6
"2021-07-15","Klinisch",1333,450,744,1105,1304,1651,2814,4448,5489,5604,5817,7337,7604,6534,4248,1828
"2021-07-16","IC",23,50,102,175,211,333,657,1163,1649,1953,2224,2334,1347,368,54,6
"2021-07-16","Klinisch",1344,452,749,1110,1304,1654,2814,4450,5492,5603,5820,7336,7606,6538,4250,1831
"2021-07-17","IC",23,50,102,176,211,333,659,1163,1649,1953,2224,2335,1347,368,54,6
"2021-07-17","Klinisch",1341,452,750,1112,1306,1655,2817,4451,5492,5604,5820,7337,7603,6540,4248,1832
"2021-07-18","IC",23,50,102,176,211,334,659,1164,1649,1953,2225,2335,1347,368,54,6
"2021-07-18","Klinisch",1341,453,753,1115,1310,1654,2818,4455,5495,5605,5820,7336,7604,6541,4248,1833
"2021-07-19","IC",24,51,105,176,211,334,661,1165,1650,1953,2227,2335,1347,368,54,6
"2021-07-19","Klinisch",1345,456,749,1122,1315,1659,2822,4460,5501,5610,5822,7338,7605,6544,4252,1832
"2021-07-20","IC",25,52,105,178,212,335,660,1169,1652,1953,2230,2339,1348,368,54,6
"2021-07-20","Klinisch",1353,461,752,1127,1326,1664,2828,4473,5507,5623,5834,7340,7614,6553,4258,1834
"2021-07-21","IC",26,52,105,177,212,337,661,1173,1655,1956,2228,2339,1349,368,54,6
"2021-07-21","Klinisch",1361,466,759,1134,1331,1666,2833,4481,5509,5628,5837,7346,7620,6553,4262,1835
"2021-07-22","IC",25,52,105,177,211,337,661,1173,1655,1957,2229,2338,1350,368,54,6
"2021-07-22","Klinisch",1364,467,764,1132,1333,1668,2839,4488,5511,5632,5837,7347,7622,6560,4266,1836
"2021-07-23","IC",25,52,105,177,216,338,665,1172,1655,1959,2231,2340,1350,368,55,6
"2021-07-23","Klinisch",1363,471,770,1140,1341,1675,2844,4490,5522,5642,5842,7349,7632,6566,4271,1837
"2021-07-24","IC",25,52,105,177,219,339,668,1173,1657,1961,2232,2340,1352,368,55,6
"2021-07-24","Klinisch",1360,470,776,1144,1341,1680,2852,4493,5530,5647,5843,7349,7635,6569,4273,1840
"2021-07-25","IC",25,52,106,177,221,341,668,1174,1658,1965,2232,2340,1355,369,55,6
"2021-07-25","Klinisch",1362,472,777,1143,1341,1682,2856,4496,5528,5648,5843,7352,7634,6570,4275,1841
"2021-07-26","IC",25,52,106,179,224,345,670,1180,1662,1968,2237,2340,1356,369,55,6
"2021-07-26","Klinisch",1367,477,779,1152,1345,1685,2870,4509,5541,5661,5849,7364,7642,6576,4283,1846
"2021-07-27","IC",27,52,108,179,225,347,671,1180,1663,1970,2241,2340,1358,369,55,6
"2021-07-27","Klinisch",1368,482,783,1160,1350,1688,2879,4519,5552,5668,5851,7377,7654,6581,4286,1851
"2021-07-28","IC",25,52,107,178,227,348,674,1182,1666,1968,2243,2332,1357,366,55,5
"2021-07-28","Klinisch",1374,484,786,1159,1349,1687,2881,4518,5550,5658,5833,7342,7613,6540,4250,1829
"2021-07-29","IC",25,53,110,178,226,350,676,1183,1668,1971,2246,2335,1360,366,55,5
"2021-07-29","Klinisch",1382,484,789,1161,1351,1686,2887,4525,5550,5653,5830,7339,7617,6546,4260,1833
"2021-07-30","IC",26,53,110,179,228,350,678,1185,1671,1972,2248,2338,1359,366,56,5
"2021-07-30","Klinisch",1384,485,792,1165,1362,1693,2890,4536,5550,5660,5831,7342,7622,6549,4258,1835
"2021-07-31","IC",26,53,111,180,228,350,678,1186,1674,1973,2249,2340,1359,366,56,5
"2021-07-31","Klinisch",1381,487,791,1171,1369,1696,2894,4539,5558,5664,5836,7347,7627,6552,4256,1837
"2021-08-01","IC",26,53,110,180,230,350,679,1187,1674,1974,2250,2340,1360,366,56,5
"2021-08-01","Klinisch",1382,487,792,1173,1369,1702,2897,4541,5561,5664,5843,7349,7632,6553,4254,1839
"2021-08-02","IC",26,54,110,180,232,350,688,1191,1683,1977,2252,2341,1363,368,56,5
"2021-08-02","Klinisch",1384,488,801,1183,1371,1710,2902,4546,5570,5676,5850,7361,7632,6559,4261,1843
"2021-08-03","IC",26,56,111,181,232,350,688,1191,1682,1980,2256,2344,1365,367,56,5
"2021-08-03","Klinisch",1385,490,803,1188,1376,1717,2903,4553,5576,5684,5853,7364,7630,6558,4266,1847
"2021-08-04","IC",27,57,111,183,233,350,689,1193,1684,1980,2257,2343,1366,367,56,5
"2021-08-04","Klinisch",1393,493,804,1192,1378,1717,2912,4559,5580,5693,5854,7367,7640,6564,4268,1849
"2021-08-05","IC",26,58,113,184,233,352,692,1196,1686,1982,2257,2348,1367,367,58,5
"2021-08-05","Klinisch",1400,492,807,1191,1380,1719,2918,4558,5585,5702,5860,7368,7647,6571,4274,1849
"2021-08-06","IC",27,58,115,184,236,354,692,1197,1686,1986,2259,2348,1369,367,57,5
"2021-08-06","Klinisch",1401,493,808,1190,1379,1722,2920,4562,5592,5706,5865,7378,7648,6572,4275,1852
"2021-08-07","IC",27,58,115,184,236,354,694,1201,1689,1989,2260,2348,1373,368,57,5
"2021-08-07","Klinisch",1406,495,811,1193,1380,1725,2922,4565,5593,5710,5865,7381,7649,6572,4279,1854
"2021-08-08","IC",27,58,115,186,236,355,692,1201,1690,1990,2259,2348,1373,368,56,5
"2021-08-08","Klinisch",1406,496,813,1195,1381,1726,2924,4566,5593,5712,5870,7380,7651,6576,4281,1857
"2021-08-09","IC",27,58,115,186,240,359,694,1202,1691,1993,2262,2351,1374,370,57,5
"2021-08-09","Klinisch",1416,501,815,1203,1383,1730,2930,4574,5603,5717,5875,7380,7654,6583,4288,1857
"2021-08-10","IC",27,58,115,187,240,359,696,1203,1692,1996,2265,2355,1374,369,56,5
"2021-08-10","Klinisch",1418,503,820,1205,1381,1732,2932,4586,5605,5719,5877,7384,7664,6585,4297,1861
"2021-08-11","IC",27,58,115,187,240,359,697,1204,1693,1997,2265,2356,1374,369,56,5
"2021-08-11","Klinisch",1421,504,824,1206,1385,1737,2936,4591,5607,5722,5880,7385,7664,6592,4295,1861
"2021-08-12","IC",27,59,119,187,240,359,701,1209,1695,1997,2271,2363,1376,369,56,5
"2021-08-12","Klinisch",1423,502,829,1211,1390,1744,2936,4593,5615,5728,5883,7382,7668,6599,4296,1862
"2021-08-13","IC",27,58,120,187,240,359,702,1208,1696,2001,2273,2365,1374,369,56,5
"2021-08-13","Klinisch",1425,504,830,1212,1396,1751,2935,4601,5618,5734,5887,7388,7675,6604,4300,1863
"2021-08-14","IC",27,59,120,187,240,360,702,1210,1697,1999,2272,2366,1376,369,56,5
"2021-08-14","Klinisch",1429,505,832,1211,1399,1756,2936,4603,5623,5741,5893,7388,7683,6610,4303,1860
"2021-08-15","IC",27,59,121,188,241,361,703,1211,1698,2000,2273,2367,1376,369,56,5
"2021-08-15","Klinisch",1432,504,833,1212,1400,1756,2938,4607,5625,5744,5894,7390,7682,6608,4304,1860
"2021-08-16","IC",27,59,123,188,243,362,704,1213,1701,2004,2276,2368,1378,369,56,5
"2021-08-16","Klinisch",1432,508,839,1215,1406,1758,2942,4610,5631,5753,5897,7391,7689,6618,4312,1864
"2021-08-17","IC",27,58,122,189,243,362,705,1214,1702,2005,2278,2368,1377,369,56,5
"2021-08-17","Klinisch",1441,508,838,1222,1407,1759,2944,4621,5640,5752,5900,7394,7697,6623,4314,1865
"2021-08-18","IC",27,58,124,190,244,363,706,1217,1702,2008,2282,2368,1379,369,56,5
"2021-08-18","Klinisch",1440,510,841,1225,1410,1765,2946,4628,5645,5758,5907,7402,7705,6630,4321,1866
"2021-08-19","IC",27,58,123,190,244,363,705,1218,1707,2009,2282,2369,1380,369,57,5
"2021-08-19","Klinisch",1437,509,843,1228,1415,1769,2949,4633,5649,5762,5907,7406,7711,6632,4328,1865
"2021-08-20","IC",27,59,123,192,246,366,708,1220,1709,2011,2283,2370,1381,370,57,5
"2021-08-20","Klinisch",1442,512,847,1237,1420,1771,2952,4642,5656,5766,5910,7417,7707,6634,4327,1868
"2021-08-21","IC",27,59,123,193,246,366,709,1222,1709,2011,2286,2370,1381,371,57,5
"2021-08-21","Klinisch",1443,514,850,1239,1421,1773,2958,4645,5659,5765,5911,7418,7709,6637,4328,1870
"2021-08-22","IC",27,59,123,194,246,366,710,1223,1710,2015,2285,2370,1382,371,57,5
"2021-08-22","Klinisch",1447,515,853,1239,1424,1777,2958,4648,5666,5766,5914,7421,7709,6638,4328,1872
"2021-08-23","IC",27,59,123,195,247,369,711,1227,1716,2016,2289,2374,1383,371,57,5
"2021-08-23","Klinisch",1446,517,856,1247,1428,1787,2966,4649,5669,5768,5921,7425,7714,6646,4332,1876
"2021-08-24","IC",27,59,124,196,248,370,712,1234,1718,2022,2290,2376,1383,371,57,5
"2021-08-24","Klinisch",1460,519,855,1253,1433,1790,2971,4654,5673,5770,5925,7429,7722,6653,4337,1874
"2021-08-25","IC",29,59,124,196,250,371,713,1233,1718,2023,2291,2376,1385,371,57,5
"2021-08-25","Klinisch",1460,520,858,1255,1435,1792,2971,4654,5678,5775,5926,7433,7724,6654,4341,1877
"2021-08-26","IC",28,59,124,196,251,373,715,1233,1719,2025,2293,2375,1387,373,57,5
"2021-08-26","Klinisch",1466,527,862,1264,1441,1797,2974,4663,5681,5783,5935,7448,7738,6675,4357,1881
"2021-08-27","IC",28,59,124,198,254,373,715,1233,1726,2026,2294,2376,1388,373,57,5
"2021-08-27","Klinisch",1466,526,864,1264,1441,1802,2976,4672,5687,5789,5938,7451,7757,6679,4360,1890
"2021-08-28","IC",28,59,125,199,254,372,716,1235,1728,2029,2296,2374,1388,373,57,5
"2021-08-28","Klinisch",1468,527,866,1264,1446,1803,2978,4673,5691,5789,5938,7457,7758,6679,4359,1890
"2021-08-29","IC",28,59,125,201,253,373,718,1237,1728,2033,2295,2379,1388,373,57,5
"2021-08-29","Klinisch",1471,528,867,1263,1447,1806,2983,4674,5691,5789,5939,7464,7759,6681,4361,1890
"2021-08-30","IC",28,59,126,201,255,374,718,1239,1730,2037,2298,2380,1388,374,57,5
"2021-08-30","Klinisch",1478,532,870,1270,1449,1810,2986,4679,5694,5795,5944,7475,7765,6693,4366,1893
"2021-08-31","IC",28,59,126,203,256,374,718,1240,1730,2037,2297,2381,1390,375,58,5
"2021-08-31","Klinisch",1478,534,875,1271,1453,1819,2989,4684,5702,5793,5950,7481,7767,6699,4367,1895
"2021-09-01","IC",28,59,126,204,255,376,719,1240,1732,2039,2297,2384,1392,375,58,5
"2021-09-01","Klinisch",1480,537,877,1275,1458,1823,2992,4690,5708,5798,5956,7481,7770,6700,4370,1897
"2021-09-02","IC",28,59,126,206,257,376,720,1241,1731,2042,2300,2383,1393,375,58,5
"2021-09-02","Klinisch",1485,538,885,1275,1458,1828,2994,4694,5714,5798,5960,7481,7777,6705,4377,1898
"2021-09-03","IC",28,59,128,206,259,377,722,1243,1736,2044,2304,2385,1394,375,58,5
"2021-09-03","Klinisch",1489,541,884,1279,1457,1829,3000,4699,5719,5801,5968,7485,7779,6710,4377,1898
"2021-09-04","IC",28,59,128,207,261,378,723,1244,1736,2044,2305,2387,1395,376,58,5
"2021-09-04","Klinisch",1486,540,888,1282,1460,1829,3003,4699,5722,5805,5968,7488,7784,6713,4375,1898
"2021-09-05","IC",28,60,128,207,262,378,723,1244,1738,2045,2307,2388,1395,376,58,5
"2021-09-05","Klinisch",1486,540,886,1282,1461,1828,3004,4699,5724,5806,5971,7492,7785,6713,4380,1900
"2021-09-06","IC",28,60,130,209,263,380,723,1248,1739,2045,2309,2391,1395,376,58,5
"2021-09-06","Klinisch",1499,540,887,1282,1465,1835,3006,4702,5736,5820,5971,7495,7801,6726,4387,1903
"2021-09-07","IC",28,61,130,209,264,382,723,1247,1741,2047,2306,2393,1397,376,59,5
"2021-09-07","Klinisch",1500,541,889,1287,1467,1836,3008,4703,5743,5821,5976,7495,7801,6730,4388,1906
"2021-09-08","IC",29,62,130,209,263,382,725,1251,1742,2052,2311,2393,1398,378,59,5
"2021-09-08","Klinisch",1498,540,892,1288,1472,1838,3011,4705,5747,5824,5977,7498,7807,6733,4388,1906
"2021-09-09","IC",29,61,130,213,265,382,726,1251,1745,2055,2312,2393,1399,378,59,5
"2021-09-09","Klinisch",1498,544,893,1290,1476,1841,3015,4709,5749,5829,5985,7501,7814,6740,4394,1907
"2021-09-10","IC",29,61,130,214,265,383,726,1253,1745,2055,2312,2394,1401,378,60,5
"2021-09-10","Klinisch",1511,545,893,1292,1481,1843,3021,4709,5751,5837,5992,7512,7821,6748,4398,1910
"2021-09-11","IC",29,61,131,215,265,383,728,1254,1745,2055,2313,2395,1402,378,60,5
"2021-09-11","Klinisch",1511,545,895,1295,1482,1845,3023,4709,5753,5838,5991,7512,7823,6748,4399,1909
"2021-09-12","IC",29,61,130,215,265,383,728,1254,1746,2057,2314,2395,1402,379,60,5
"2021-09-12","Klinisch",1512,546,896,1297,1484,1849,3026,4713,5757,5838,5995,7518,7822,6750,4402,1909
"2021-09-13","IC",29,61,130,214,266,385,729,1255,1749,2056,2316,2397,1402,379,59,5
"2021-09-13","Klinisch",1527,550,898,1300,1489,1850,3031,4720,5757,5838,6001,7521,7827,6756,4406,1910
"2021-09-14","IC",29,61,130,216,266,385,731,1256,1752,2058,2321,2400,1402,379,59,5
"2021-09-14","Klinisch",1534,550,899,1300,1492,1853,3036,4722,5761,5842,5998,7527,7828,6764,4413,1914
"2021-09-15","IC",29,63,130,218,266,385,731,1260,1753,2059,2322,2400,1401,379,59,5
"2021-09-15","Klinisch",1532,551,900,1303,1492,1855,3037,4721,5762,5847,5999,7529,7833,6767,4416,1914
"2021-09-16","IC",29,63,130,218,268,386,732,1260,1755,2062,2323,2402,1401,379,59,5
"2021-09-16","Klinisch",1521,551,900,1304,1493,1855,3042,4723,5765,5852,6002,7533,7841,6770,4418,1914
"2021-09-17","IC",29,63,130,219,268,385,733,1260,1754,2062,2322,2401,1401,379,59,5
"2021-09-17","Klinisch",1516,551,901,1307,1496,1857,3044,4732,5769,5854,6006,7535,7838,6776,4419,1915
"2021-09-18","IC",29,63,130,220,268,385,733,1263,1753,2062,2321,2402,1401,378,59,5
"2021-09-18","Klinisch",1524,551,904,1307,1497,1859,3045,4735,5772,5856,6007,7534,7840,6778,4420,1916
"2021-09-19","IC",29,63,130,221,268,386,734,1262,1754,2064,2321,2404,1401,378,59,5
